,연도,전체개봉편수,전체상영편수,전체매출액,전체관객수,요일
5242,2017-11-24 00:00:00,2,132,3389614502,423538,Friday
5243,2017-11-25 00:00:00,0,141,6399966850,779836,Saturday
5244,2017-11-26 00:00:00,0,135,6266963750,763745,Sunday
5245,2017-11-27 00:00:00,1,120,1847982600,253259,Monday
5246,2017-11-28 00:00:00,3,136,1785758000,246777,Tuesday
5247,2017-11-29 00:00:00,6,129,3150306300,535921,Wednesday
5248,2017-11-30 00:00:00,18,125,2567075500,356661,Thursday
5250,2017-12-01 00:00:00,10,141,3276482718,407587,Friday
5251,2017-12-02 00:00:00,0,134,6337981601,764371,Saturday
5252,2017-12-03 00:00:00,0,130,5787074000,696739,Sunday
5253,2017-12-04 00:00:00,4,137,1796042700,246653,Monday
5254,2017-12-05 00:00:00,1,138,1781858900,248407,Tuesday
5255,2017-12-06 00:00:00,2,137,1714123700,238307,Wednesday
5256,2017-12-07 00:00:00,32,131,2129505800,297932,Thursday
5257,2017-12-08 00:00:00,5,134,2832029038,362095,Friday
5258,2017-12-09 00:00:00,0,137,6041293758,744047,Saturday
5259,2017-12-10 00:00:00,0,123,5682127000,696535,Sunday
5260,2017-12-11 00:00:00,0,112,1661206900,233037,Monday
5261,2017-12-12 00:00:00,1,119,1603694500,223651,Tuesday
5262,2017-12-13 00:00:00,2,122,1689357700,237858,Wednesday
5263,2017-12-14 00:00:00,23,123,3517234700,472318,Thursday
5264,2017-12-15 00:00:00,5,121,4243356446,523633,Friday
5265,2017-12-16 00:00:00,0,106,8461306340,1010787,Saturday
5266,2017-12-17 00:00:00,1,113,8186845900,981017,Sunday
5267,2017-12-18 00:00:00,0,103,2622933900,351184,Monday
5268,2017-12-19 00:00:00,2,107,2660171950,358308,Tuesday
5269,2017-12-20 00:00:00,9,117,4725445000,639959,Wednesday
5270,2017-12-21 00:00:00,17,116,4801061100,651692,Thursday
5271,2017-12-22 00:00:00,0,107,6357446802,779819,Friday
5272,2017-12-23 00:00:00,1,95,13035710229,1575920,Saturday
5273,2017-12-24 00:00:00,1,80,17278909130,2073268,Sunday
5274,2017-12-25 00:00:00,4,87,16717396950,2032614,Monday
5275,2017-12-26 00:00:00,2,94,4962581300,666365,Tuesday
5276,2017-12-27 00:00:00,6,95,6102005000,1002741,Wednesday
5277,2017-12-28 00:00:00,9,97,5655998400,762110,Thursday
5278,2017-12-29 00:00:00,1,81,8610066070,1038865,Friday
5279,2017-12-30 00:00:00,0,90,13870792893,1673414,Saturday
5280,2017-12-31 00:00:00,0,83,15744572978,1890443,Sunday
5282,2018-01-01 00:00:00,0,78,14578091900,1741781,Monday
5283,2018-01-02 00:00:00,1,80,4958235100,661205,Tuesday
5284,2018-01-03 00:00:00,4,75,4936056400,660374,Wednesday
5285,2018-01-04 00:00:00,15,81,4728344900,632850,Thursday
5286,2018-01-05 00:00:00,0,68,6181673597,740744,Friday
5287,2018-01-06 00:00:00,0,72,12463536998,1491868,Saturday
5288,2018-01-07 00:00:00,0,68,11678111400,1402667,Sunday
5289,2018-01-08 00:00:00,0,68,3949962400,524370,Monday
5290,2018-01-09 00:00:00,4,79,3732955200,498192,Tuesday
5291,2018-01-10 00:00:00,10,83,3555953100,471809,Wednesday
5292,2018-01-11 00:00:00,21,88,3915912900,520150,Thursday
5293,2018-01-12 00:00:00,4,72,5008271095,594541,Friday
5294,2018-01-13 00:00:00,0,75,10955285009,1304993,Saturday
5295,2018-01-14 00:00:00,0,72,10424525000,1247525,Sunday
5296,2018-01-15 00:00:00,2,71,3213323950,425935,Monday
5297,2018-01-16 00:00:00,4,81,3209644700,428520,Tuesday
5298,2018-01-17 00:00:00,10,86,4838973500,639112,Wednesday
5299,2018-01-18 00:00:00,19,92,4286338700,570614,Thursday
5300,2018-01-19 00:00:00,4,84,5218575680,624164,Friday
5301,2018-01-20 00:00:00,0,75,10732772283,1280871,Saturday
5302,2018-01-21 00:00:00,0,81,9915075400,1186681,Sunday
5303,2018-01-22 00:00:00,1,77,3054942200,403681,Monday
5304,2018-01-23 00:00:00,2,85,3057818600,406654,Tuesday
5305,2018-01-24 00:00:00,9,90,2934808600,390258,Wednesday
5306,2018-01-25 00:00:00,27,94,2927277900,390914,Thursday
5307,2018-01-26 00:00:00,6,95,3628369305,435826,Friday
5308,2018-01-27 00:00:00,0,90,8153312838,975269,Saturday
5309,2018-01-28 00:00:00,0,86,7723687700,926727,Sunday
5310,2018-01-29 00:00:00,1,88,2431904500,324832,Monday
5311,2018-01-30 00:00:00,0,103,2384900200,324080,Tuesday
5312,2018-01-31 00:00:00,15,101,4319320800,716249,Wednesday
5314,2018-02-01 00:00:00,15,102,2679010300,357741,Thursday
5315,2018-02-02 00:00:00,4,97,3216137937,387667,Friday
5316,2018-02-03 00:00:00,0,98,6938693448,831696,Saturday
5317,2018-02-04 00:00:00,0,93,6179385100,740561,Sunday
5318,2018-02-05 00:00:00,0,95,1698212900,225456,Monday
5319,2018-02-06 00:00:00,3,96,1653861800,221963,Tuesday
5320,2018-02-07 00:00:00,7,103,1619570500,218041,Wednesday
5321,2018-02-08 00:00:00,20,111,2269106200,306096,Thursday
5322,2018-02-09 00:00:00,1,95,2701455976,330755,Friday
5323,2018-02-10 00:00:00,1,92,5644148869,679599,Saturday
5324,2018-02-11 00:00:00,0,89,5234265400,630383,Sunday
5325,2018-02-12 00:00:00,1,95,1574035900,209650,Monday
5326,2018-02-13 00:00:00,6,100,1684221300,225276,Tuesday
5327,2018-02-14 00:00:00,11,102,7782461400,994083,Wednesday
5328,2018-02-15 00:00:00,5,95,9221713900,1062249,Thursday
5329,2018-02-16 00:00:00,0,84,10518594076,1195480,Friday
5330,2018-02-17 00:00:00,0,98,12701136106,1481964,Saturday
5331,2018-02-18 00:00:00,0,93,9747254600,1139845,Sunday
5332,2018-02-19 00:00:00,0,99,3314398700,435530,Monday
5333,2018-02-20 00:00:00,3,113,2577672700,342499,Tuesday
5334,2018-02-21 00:00:00,8,111,2393190800,314035,Wednesday
5335,2018-02-22 00:00:00,19,108,2364202900,310264,Thursday
5336,2018-02-23 00:00:00,2,120,3054231830,361568,Friday
5337,2018-02-24 00:00:00,0,108,5917999862,694962,Saturday
5338,2018-02-25 00:00:00,0,110,5283345900,618213,Sunday
5339,2018-02-26 00:00:00,0,99,2118375400,276961,Monday
5340,2018-02-27 00:00:00,2,104,2170712000,286454,Tuesday
5341,2018-02-28 00:00:00,17,110,4156570000,672769,Wednesday
5343,2018-03-01 00:00:00,11,100,7345947300,884122,Thursday
5344,2018-03-02 00:00:00,3,101,3047230414,361862,Friday
5345,2018-03-03 00:00:00,1,98,5880790616,695622,Saturday
5346,2018-03-04 00:00:00,2,95,5073637500,600437,Sunday
5347,2018-03-05 00:00:00,5,99,1587280700,209222,Monday
5348,2018-03-06 00:00:00,3,98,1525215000,202174,Tuesday
5349,2018-03-07 00:00:00,7,99,1669113100,220219,Wednesday
5350,2018-03-08 00:00:00,18,114,1965805300,259536,Thursday
5351,2018-03-09 00:00:00,8,104,2573139748,304659,Friday
5352,2018-03-10 00:00:00,0,103,5773625856,682328,Saturday
5353,2018-03-11 00:00:00,0,106,5069981500,601714,Sunday
5354,2018-03-12 00:00:00,1,98,1352978000,178645,Monday
5355,2018-03-13 00:00:00,0,108,1307627200,174046,Tuesday
5356,2018-03-14 00:00:00,6,100,1988398600,261097,Wednesday
5357,2018-03-15 00:00:00,15,100,1725447100,229949,Thursday
5358,2018-03-16 00:00:00,4,100,2523801657,302559,Friday
5359,2018-03-17 00:00:00,0,98,5482189849,652798,Saturday
5360,2018-03-18 00:00:00,0,95,4895154200,582135,Sunday
5361,2018-03-19 00:00:00,0,98,1503771200,200531,Monday
5362,2018-03-20 00:00:00,8,108,1444282200,193093,Tuesday
5363,2018-03-21 00:00:00,3,104,2143238800,276280,Wednesday
5364,2018-03-22 00:00:00,17,105,1888029100,246621,Thursday
5365,2018-03-23 00:00:00,0,111,2712180165,321482,Friday
5366,2018-03-24 00:00:00,2,107,6184658577,736851,Saturday
5367,2018-03-25 00:00:00,0,102,5303529050,635449,Sunday
5368,2018-03-26 00:00:00,6,98,1276750400,167215,Monday
5369,2018-03-27 00:00:00,2,96,1255302900,165594,Tuesday
5370,2018-03-28 00:00:00,18,110,3810093400,608346,Wednesday
5371,2018-03-29 00:00:00,8,96,2667934400,341994,Thursday
5372,2018-03-30 00:00:00,4,95,4021169659,472295,Friday
5373,2018-03-31 00:00:00,2,93,8714411589,1032636,Saturday
5375,2018-04-01 00:00:00,1,81,7564805750,898609,Sunday
5376,2018-04-02 00:00:00,1,85,2067735100,264230,Monday
5377,2018-04-03 00:00:00,4,90,1810459400,232671,Tuesday
5378,2018-04-04 00:00:00,2,90,1854373600,239051,Wednesday
5379,2018-04-05 00:00:00,22,95,2371372800,309343,Thursday
5380,2018-04-06 00:00:00,2,95,3417172970,413817,Friday
5381,2018-04-07 00:00:00,1,96,6844977264,798566,Saturday
5382,2018-04-08 00:00:00,0,99,5688327300,662416,Sunday
5383,2018-04-09 00:00:00,2,101,1558973600,200777,Monday
5384,2018-04-10 00:00:00,4,102,1409652100,182743,Tuesday
5385,2018-04-11 00:00:00,0,91,1623363300,205179,Wednesday
5386,2018-04-12 00:00:00,21,106,2052590650,258356,Thursday
5387,2018-04-13 00:00:00,3,99,3013500375,346835,Friday
5388,2018-04-14 00:00:00,0,89,6754455947,769768,Saturday
5389,2018-04-15 00:00:00,0,93,5410822800,616498,Sunday
5390,2018-04-16 00:00:00,1,84,1567309700,197275,Monday
5391,2018-04-17 00:00:00,6,103,1375373200,174399,Tuesday
5392,2018-04-18 00:00:00,5,107,1388616100,175546,Wednesday
5393,2018-04-19 00:00:00,25,110,1378277100,171696,Thursday
5394,2018-04-20 00:00:00,3,120,1972958290,224543,Friday
5395,2018-04-21 00:00:00,0,109,3831802565,429136,Saturday
5396,2018-04-22 00:00:00,0,109,3744243300,415976,Sunday
5397,2018-04-23 00:00:00,2,104,1177987700,146772,Monday
5398,2018-04-24 00:00:00,12,120,1175345400,146228,Tuesday
5399,2018-04-25 00:00:00,8,96,7286694514,1034126,Wednesday
5400,2018-04-26 00:00:00,13,117,5510815100,637072,Thursday
5401,2018-04-27 00:00:00,3,108,7378090929,782218,Friday
5402,2018-04-28 00:00:00,0,98,12898479239,1404961,Saturday
5403,2018-04-29 00:00:00,0,93,10881126700,1183749,Sunday
5404,2018-04-30 00:00:00,5,95,4725445300,543687,Monday
5406,2018-05-01 00:00:00,4,95,7447846700,903653,Tuesday
5407,2018-05-02 00:00:00,2,103,3153454500,366412,Wednesday
5408,2018-05-03 00:00:00,22,108,3002156500,351146,Thursday
5409,2018-05-04 00:00:00,3,85,4845078853,532978,Friday
5410,2018-05-05 00:00:00,1,94,9966215060,1105821,Saturday
5411,2018-05-06 00:00:00,0,93,9502371600,1037229,Sunday
5412,2018-05-07 00:00:00,0,96,6902407900,772485,Monday
5413,2018-05-08 00:00:00,3,96,1646819200,192079,Tuesday
5414,2018-05-09 00:00:00,5,103,1771103900,209841,Wednesday
5415,2018-05-10 00:00:00,9,96,1634227500,192723,Thursday
5416,2018-05-11 00:00:00,2,94,2375799674,260119,Friday
5417,2018-05-12 00:00:00,0,94,5828327583,637475,Saturday
5418,2018-05-13 00:00:00,0,93,4857931600,533145,Sunday
5419,2018-05-14 00:00:00,0,85,1238061000,143487,Monday
5420,2018-05-15 00:00:00,4,103,1337246928,159475,Tuesday
5421,2018-05-16 00:00:00,9,112,3813357600,454823,Wednesday
5422,2018-05-17 00:00:00,17,102,3394932400,405928,Thursday
5423,2018-05-18 00:00:00,3,97,4595906920,504388,Friday
5424,2018-05-19 00:00:00,0,90,8296479316,906097,Saturday
5425,2018-05-20 00:00:00,1,96,7096445250,774024,Sunday
5426,2018-05-21 00:00:00,1,93,4251021500,521575,Monday
5427,2018-05-22 00:00:00,6,88,9016650600,1005108,Tuesday
5428,2018-05-23 00:00:00,3,98,2693403400,325087,Wednesday
5429,2018-05-24 00:00:00,14,97,2616625600,317204,Thursday
5430,2018-05-25 00:00:00,3,92,3701451850,409472,Friday
5431,2018-05-26 00:00:00,0,104,7767918339,855830,Saturday
5432,2018-05-27 00:00:00,0,85,7002673300,772999,Sunday
5433,2018-05-28 00:00:00,3,85,2188686900,266385,Monday
5434,2018-05-29 00:00:00,7,91,1943970600,238689,Tuesday
5435,2018-05-30 00:00:00,12,94,2897624937,484155,Wednesday
5436,2018-05-31 00:00:00,10,96,2028669350,251883,Thursday
5438,2018-06-01 00:00:00,8,86,2758893247,310475,Friday
5439,2018-06-02 00:00:00,0,79,6006184172,668921,Saturday
5440,2018-06-03 00:00:00,1,81,5154360900,574313,Sunday
5441,2018-06-04 00:00:00,2,88,1504037700,185756,Monday
5442,2018-06-05 00:00:00,1,87,2040138700,250321,Tuesday
5443,2018-06-06 00:00:00,5,85,13845133900,1600521,Wednesday
5444,2018-06-07 00:00:00,21,103,2980361900,359108,Thursday
5445,2018-06-08 00:00:00,0,95,4206160172,460553,Friday
5446,2018-06-09 00:00:00,1,90,9760819228,1085803,Saturday
5447,2018-06-10 00:00:00,0,94,8663271800,968639,Sunday
5448,2018-06-11 00:00:00,0,93,2035713100,245685,Monday
5449,2018-06-12 00:00:00,5,102,2589996200,312723,Tuesday
5450,2018-06-13 00:00:00,5,90,8770357550,1003819,Wednesday
5451,2018-06-14 00:00:00,11,101,2370366900,291372,Thursday
5452,2018-06-15 00:00:00,6,93,3392031590,377023,Friday
5453,2018-06-16 00:00:00,0,90,7570325421,838251,Saturday
5454,2018-06-17 00:00:00,0,90,6626723600,736837,Sunday
5455,2018-06-18 00:00:00,3,96,1551907422,192354,Monday
5456,2018-06-19 00:00:00,7,104,1934778300,238310,Tuesday
5457,2018-06-20 00:00:00,6,105,2136946000,264316,Wednesday
5458,2018-06-21 00:00:00,18,83,2095789200,264326,Thursday
5459,2018-06-22 00:00:00,3,85,2931668048,328921,Friday
5460,2018-06-23 00:00:00,1,89,5334491854,595869,Saturday
5461,2018-06-24 00:00:00,0,94,5466188650,603287,Sunday
5462,2018-06-25 00:00:00,2,85,1858963860,228044,Monday
5463,2018-06-26 00:00:00,3,96,1876166200,232153,Tuesday
5464,2018-06-27 00:00:00,8,93,2784298231,458725,Wednesday
5465,2018-06-28 00:00:00,13,91,2283132800,284721,Thursday
5466,2018-06-29 00:00:00,3,97,3243406685,364347,Friday
5467,2018-06-30 00:00:00,1,97,6948249531,774351,Saturday
5469,2018-07-01 00:00:00,1,87,6279479600,697697,Sunday
5470,2018-07-02 00:00:00,3,83,2153063360,265419,Monday
5471,2018-07-03 00:00:00,8,97,2127536300,262917,Tuesday
5472,2018-07-04 00:00:00,6,99,4801920500,577349,Wednesday
5473,2018-07-05 00:00:00,16,98,3836977700,467739,Thursday
5474,2018-07-06 00:00:00,4,93,5445951997,611122,Friday
5475,2018-07-07 00:00:00,3,91,10499710184,1172410,Saturday
5476,2018-07-08 00:00:00,1,83,9143869700,1022779,Sunday
5477,2018-07-09 00:00:00,1,82,2830477000,343805,Monday
5478,2018-07-10 00:00:00,2,96,2978663600,370043,Tuesday
5479,2018-07-11 00:00:00,6,102,2971912900,370393,Wednesday
5480,2018-07-12 00:00:00,19,97,2618431600,325278,Thursday
5481,2018-07-13 00:00:00,3,92,4202788608,477371,Friday
5482,2018-07-14 00:00:00,2,95,8668442816,978699,Saturday
5483,2018-07-15 00:00:00,1,90,7623930400,861755,Sunday
5484,2018-07-16 00:00:00,1,90,2149189300,266831,Monday
5485,2018-07-17 00:00:00,1,92,1924776700,241516,Tuesday
5486,2018-07-18 00:00:00,9,109,2811886700,357066,Wednesday
5487,2018-07-19 00:00:00,16,101,2586418700,329844,Thursday
5488,2018-07-20 00:00:00,5,103,3898248722,454427,Friday
5489,2018-07-21 00:00:00,1,99,8514824990,991880,Saturday
5490,2018-07-22 00:00:00,4,88,8119239100,948829,Sunday
5491,2018-07-23 00:00:00,6,96,2355343600,300418,Monday
5492,2018-07-24 00:00:00,8,112,2402897400,307202,Tuesday
5493,2018-07-25 00:00:00,10,110,6802309000,1066069,Wednesday
5494,2018-07-26 00:00:00,11,95,5328571100,671552,Thursday
5495,2018-07-27 00:00:00,1,91,6506877740,740466,Friday
5496,2018-07-28 00:00:00,0,91,12829018026,1453544,Saturday
5497,2018-07-29 00:00:00,0,89,12192233000,1383394,Sunday
5498,2018-07-30 00:00:00,12,93,5846641200,742023,Monday
5499,2018-07-31 00:00:00,7,100,5605052500,716832,Tuesday
5501,2018-08-01 00:00:00,2,85,13938088100,1807810,Wednesday
5502,2018-08-02 00:00:00,13,87,12433690450,1597536,Thursday
5503,2018-08-03 00:00:00,5,89,13500831199,1563871,Friday
5504,2018-08-04 00:00:00,0,83,17814095588,2056096,Saturday
5505,2018-08-05 00:00:00,0,76,15974153600,1841879,Sunday
5506,2018-08-06 00:00:00,1,80,7110958700,901322,Monday
5507,2018-08-07 00:00:00,1,73,6085956800,777132,Tuesday
5508,2018-08-08 00:00:00,5,81,8969424600,1154112,Wednesday
5509,2018-08-09 00:00:00,15,77,7482649500,956133,Thursday
5510,2018-08-10 00:00:00,8,81,8667818457,996584,Friday
5511,2018-08-11 00:00:00,0,72,15383432836,1759973,Saturday
5512,2018-08-12 00:00:00,2,75,14234625600,1630055,Sunday
5513,2018-08-13 00:00:00,1,81,5784114600,731783,Monday
5514,2018-08-14 00:00:00,8,85,6811801500,860070,Tuesday
5515,2018-08-15 00:00:00,10,77,16022144700,1857307,Wednesday
5516,2018-08-16 00:00:00,15,91,5375164000,678560,Thursday
5517,2018-08-17 00:00:00,1,86,6101939511,693119,Friday
5518,2018-08-18 00:00:00,1,77,11598019496,1310444,Saturday
5519,2018-08-19 00:00:00,1,81,10231542400,1154588,Sunday
5520,2018-08-20 00:00:00,0,79,3422421500,433683,Monday
5521,2018-08-21 00:00:00,2,84,3267824500,411599,Tuesday
5522,2018-08-22 00:00:00,2,81,3608446100,453605,Wednesday
5523,2018-08-23 00:00:00,24,91,2758966000,342710,Thursday
5524,2018-08-24 00:00:00,5,100,4623757378,517259,Friday
5525,2018-08-25 00:00:00,1,91,8431373583,948444,Saturday
5526,2018-08-26 00:00:00,3,90,7681648900,859862,Sunday
5527,2018-08-27 00:00:00,3,78,2417038500,299854,Monday
5528,2018-08-28 00:00:00,3,82,2348498900,293630,Tuesday
5529,2018-08-29 00:00:00,7,82,3475794700,555245,Wednesday
5530,2018-08-30 00:00:00,14,97,2934136800,359563,Thursday
5531,2018-08-31 00:00:00,3,99,4037170872,454447,Friday
5533,2018-09-01 00:00:00,9,100,6010246595,672493,Saturday
5534,2018-09-02 00:00:00,2,88,6601427900,734981,Sunday
5535,2018-09-03 00:00:00,6,85,2182737350,269458,Monday
5536,2018-09-04 00:00:00,0,85,2106524100,260927,Tuesday
5537,2018-09-05 00:00:00,1,86,2150904150,267141,Wednesday
5538,2018-09-06 00:00:00,21,104,1998716650,247235,Thursday
5539,2018-09-07 00:00:00,5,110,2844707607,320998,Friday
5540,2018-09-08 00:00:00,1,102,5530792305,616379,Saturday
5541,2018-09-09 00:00:00,1,110,4723355950,603392,Sunday
5542,2018-09-10 00:00:00,2,100,1494447050,183736,Monday
5543,2018-09-11 00:00:00,7,117,1329219850,166335,Tuesday
5544,2018-09-12 00:00:00,11,118,2081329800,258362,Wednesday
5545,2018-09-13 00:00:00,21,108,1874529550,235255,Thursday
5546,2018-09-14 00:00:00,2,101,2530491619,287593,Friday
5547,2018-09-15 00:00:00,0,108,5060574263,565868,Saturday
5548,2018-09-16 00:00:00,0,102,4338663000,486116,Sunday
5549,2018-09-17 00:00:00,1,93,1291190350,160778,Monday
5550,2018-09-18 00:00:00,2,103,1192701700,150227,Tuesday
5551,2018-09-19 00:00:00,5,94,3532210700,440822,Wednesday
5552,2018-09-20 00:00:00,18,107,3243584800,410733,Thursday
5553,2018-09-21 00:00:00,3,90,5208048054,588408,Friday
5554,2018-09-22 00:00:00,1,89,9472119402,1064394,Saturday
5555,2018-09-23 00:00:00,2,88,9702955050,1068872,Sunday
5556,2018-09-24 00:00:00,0,75,12838921900,1405389,Monday
5557,2018-09-25 00:00:00,0,87,14396453450,1619947,Tuesday
5558,2018-09-26 00:00:00,2,98,10741924250,1481570,Wednesday
5559,2018-09-27 00:00:00,6,89,2956997500,373199,Thursday
5560,2018-09-28 00:00:00,8,97,3470889985,398566,Friday
5561,2018-09-29 00:00:00,0,85,6936622669,780137,Saturday
5562,2018-09-30 00:00:00,2,91,6202640200,704635,Sunday
5564,2018-10-01 00:00:00,0,82,1705632350,217032,Monday
5565,2018-10-02 00:00:00,12,99,2042646650,256808,Tuesday
5566,2018-10-03 00:00:00,7,87,13169683301,1507053,Wednesday
5567,2018-10-04 00:00:00,10,85,3391613200,419327,Thursday
5568,2018-10-05 00:00:00,6,81,5101036244,571321,Friday
5569,2018-10-06 00:00:00,4,73,10423435100,1157463,Saturday
5570,2018-10-07 00:00:00,2,70,8385689950,937520,Sunday
5571,2018-10-08 00:00:00,2,68,4294925350,542028,Monday
5572,2018-10-09 00:00:00,4,76,7100426650,810625,Tuesday
5573,2018-10-10 00:00:00,1,88,1948342050,242678,Wednesday
5574,2018-10-11 00:00:00,14,83,1909278500,236196,Thursday
5575,2018-10-12 00:00:00,9,90,2919515341,335532,Friday
5576,2018-10-13 00:00:00,3,80,5740060007,636576,Saturday
5577,2018-10-14 00:00:00,0,80,5147407350,571449,Sunday
5578,2018-10-15 00:00:00,1,85,1713236800,214322,Monday
5579,2018-10-16 00:00:00,9,98,1492694300,189213,Tuesday
5580,2018-10-17 00:00:00,1,93,1613497250,201447,Wednesday
5581,2018-10-18 00:00:00,17,87,1882987400,231734,Thursday
5582,2018-10-19 00:00:00,6,87,2617992113,301990,Friday
5583,2018-10-20 00:00:00,0,88,4667898109,519363,Saturday
5584,2018-10-21 00:00:00,0,84,4058107750,452797,Sunday
5585,2018-10-22 00:00:00,6,102,1279146950,157206,Monday
5586,2018-10-23 00:00:00,6,103,1245975200,155243,Tuesday
5587,2018-10-24 00:00:00,1,98,1528279700,191470,Wednesday
5588,2018-10-25 00:00:00,21,108,2325514800,293101,Thursday
5589,2018-10-26 00:00:00,2,112,3410331760,390727,Friday
5590,2018-10-27 00:00:00,1,116,5780219904,644853,Saturday
5591,2018-10-28 00:00:00,0,107,5275009950,589091,Sunday
5592,2018-10-29 00:00:00,1,95,1835266250,252377,Monday
5593,2018-10-30 00:00:00,18,126,1620788400,208321,Tuesday
5594,2018-10-31 00:00:00,13,117,4001422050,640494,Wednesday
5596,2018-11-01 00:00:00,5,114,2910238900,359487,Thursday
5597,2018-11-02 00:00:00,10,115,4370442102,492856,Friday
5598,2018-11-03 00:00:00,2,110,8199819961,912147,Saturday
5599,2018-11-04 00:00:00,3,107,7505556600,838125,Sunday
5600,2018-11-05 00:00:00,2,101,2677290100,328300,Monday
5601,2018-11-06 00:00:00,5,110,2647848950,326815,Tuesday
5602,2018-11-07 00:00:00,8,117,2989768250,369397,Wednesday
5603,2018-11-08 00:00:00,19,102,3062494750,378685,Thursday
5604,2018-11-09 00:00:00,17,112,4389103287,494383,Friday
5605,2018-11-10 00:00:00,0,100,8334983601,928805,Saturday
5606,2018-11-11 00:00:00,1,106,7874421300,879744,Sunday
5607,2018-11-12 00:00:00,3,102,2480395950,303055,Monday
5608,2018-11-13 00:00:00,7,114,2550734800,312357,Tuesday
5609,2018-11-14 00:00:00,11,115,4462186400,547533,Wednesday
5610,2018-11-15 00:00:00,17,120,4646511500,591468,Thursday
5611,2018-11-16 00:00:00,8,121,5405712060,615140,Friday
5612,2018-11-17 00:00:00,1,140,9819623060,1102048,Saturday
5613,2018-11-18 00:00:00,2,118,8809112100,993605,Sunday
5614,2018-11-19 00:00:00,5,117,2781964600,347959,Monday
5615,2018-11-20 00:00:00,15,139,2651816900,333815,Tuesday
5616,2018-11-21 00:00:00,4,124,2758657850,351475,Wednesday
5617,2018-11-22 00:00:00,17,121,3316925600,417131,Thursday
5618,2018-11-23 00:00:00,2,114,4553769182,522143,Friday
5619,2018-11-24 00:00:00,4,122,9032544754,1008633,Saturday
5620,2018-11-25 00:00:00,4,128,8266494350,931212,Sunday
5621,2018-11-26 00:00:00,1,102,2708667500,342445,Monday
5622,2018-11-27 00:00:00,4,124,2555272400,326316,Tuesday
5623,2018-11-28 00:00:00,9,128,4512681950,736903,Wednesday
5624,2018-11-29 00:00:00,17,138,3530923850,456694,Thursday
5625,2018-11-30 00:00:00,6,136,5070869267,601272,Friday
5627,2018-12-01 00:00:00,1,122,9048793141,1019679,Saturday
5628,2018-12-02 00:00:00,0,113,8240650400,931663,Sunday
5629,2018-12-03 00:00:00,10,118,2840673550,364866,Monday
5630,2018-12-04 00:00:00,5,112,2780518550,361757,Tuesday
5631,2018-12-05 00:00:00,4,115,3389122200,431159,Wednesday
5632,2018-12-06 00:00:00,15,124,3478780450,448116,Thursday
5633,2018-12-07 00:00:00,19,133,4446470354,522000,Friday
5634,2018-12-08 00:00:00,0,110,8953566506,1018000,Saturday
5635,2018-12-09 00:00:00,2,108,8172971250,930259,Sunday
5636,2018-12-10 00:00:00,2,110,2457453800,313951,Monday
5637,2018-12-11 00:00:00,2,117,2543155850,328045,Tuesday
5638,2018-12-12 00:00:00,8,109,2789069800,362649,Wednesday
5639,2018-12-13 00:00:00,15,118,2790020700,360158,Thursday
5640,2018-12-14 00:00:00,11,125,3935267363,470086,Friday
5641,2018-12-15 00:00:00,0,105,7453235663,860192,Saturday
5642,2018-12-16 00:00:00,1,99,6860560450,786307,Sunday
5643,2018-12-17 00:00:00,5,107,2189822800,281305,Monday
5644,2018-12-18 00:00:00,6,116,2531920300,339290,Tuesday
5645,2018-12-19 00:00:00,8,112,4994081750,629047,Wednesday
5646,2018-12-20 00:00:00,17,119,4188416900,530697,Thursday
5647,2018-12-21 00:00:00,4,104,5262258669,608924,Friday
5648,2018-12-22 00:00:00,2,111,10420149733,1167776,Saturday
5649,2018-12-23 00:00:00,0,96,10494881650,1175622,Sunday
5650,2018-12-24 00:00:00,0,96,7852693550,963848,Monday
5651,2018-12-25 00:00:00,3,93,16462892100,1900417,Tuesday
5652,2018-12-26 00:00:00,6,95,4522084450,709977,Wednesday
5653,2018-12-27 00:00:00,6,92,3842678150,483430,Thursday
5654,2018-12-28 00:00:00,5,98,5084838037,576996,Friday
5655,2018-12-29 00:00:00,0,88,9606775696,1087609,Saturday
5656,2018-12-30 00:00:00,0,87,9718277250,1101155,Sunday
5657,2018-12-31 00:00:00,3,94,6981174358,881565,Monday
5659,2019-01-01 00:00:00,1,73,10309962150,1163267,Tuesday
5660,2019-01-02 00:00:00,0,76,2805968850,353349,Wednesday
5661,2019-01-03 00:00:00,10,78,3086189000,394614,Thursday
5662,2019-01-04 00:00:00,15,87,3357281295,388232,Friday
5663,2019-01-05 00:00:00,1,71,7145939653,820944,Saturday
5664,2019-01-06 00:00:00,0,63,6305815000,725846,Sunday
5665,2019-01-07 00:00:00,10,86,2023443850,254717,Monday
5666,2019-01-08 00:00:00,2,79,2060502450,262582,Tuesday
5667,2019-01-09 00:00:00,3,72,3040252500,382036,Wednesday
5668,2019-01-10 00:00:00,10,87,3274316810,418118,Thursday
5669,2019-01-11 00:00:00,10,85,3826495927,441416,Friday
5670,2019-01-12 00:00:00,0,73,8529180744,981545,Saturday
5671,2019-01-13 00:00:00,0,72,8059692250,926756,Sunday
5672,2019-01-14 00:00:00,1,85,2573671580,321433,Monday
5673,2019-01-15 00:00:00,3,89,2621220050,329953,Tuesday
5674,2019-01-16 00:00:00,6,90,2760675490,353405,Wednesday
5675,2019-01-17 00:00:00,13,87,2878150710,360160,Thursday
5676,2019-01-18 00:00:00,3,78,3307467088,378508,Friday
